show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,clean_title,clean_description,nlp_metadata
s8680,TV Show,ViR: The Robot Boy,Unknown,"Vidit Kumar, Roopa Bhimani, Anubhav Saha, Brian Dcosta",United States,2018-03-31,2013,TV-Y7,2 Seasons,Kids' TV,"Humanoid robot boy ViR lives with his inventor, Dr. Prem Sahay, and, with his best friends, is always ready to use his superpowers to save the day.",2018,March,ViR: The Robot Boy,"Humanoid robot boy ViR lives with his inventor, Dr. Prem Sahay, and, with his best friends, is always ready to use his superpowers to save the day.","humanoid robot boy vir lives with his inventor, dr. prem sahay, and, with his best friends, is always ready to use his superpowers to save the day. kids' tv unknown tv-y7"
s8681,Movie,Viswasapoorvam Mansoor,P.T. Kunju Muhammad,"Roshan Mathew, Asha Sarath, Prayaga Martin, Zarina Wahab, Renji Panicker, Leona Lishoy, Santhosh Keezhattoor, Sunil Sukhada",India,2018-07-01,2017,TV-14,125 min,"Dramas, International Movies","When a mother and her daughter arrive to stay in his home in Kerala, a young Muslim man becomes torn between love, faith and clashing political views.",2018,July,Viswasapoorvam Mansoor,"When a mother and her daughter arrive to stay in his home in Kerala, a young Muslim man becomes torn between love, faith and clashing political views.","when a mother and her daughter arrive to stay in his home in kerala, a young muslim man becomes torn between love, faith and clashing political views. dramas, international movies p.t. kunju muhammad tv-14"
s8682,Movie,Vitti Dandu,Ganesh Kadam,"Dilip Prabhavalkar, Ashok Samarth, Yatin Karyekar, Nishant Bhavsar, Mrunal Thakur, Vikas Kadam, Utpal Sawant, Ravindra Mankani, Shubhankar Atre, Charudatta Bhagwat",India,2017-07-15,2014,TV-14,116 min,"Dramas, International Movies","In a remote village in colonial India, an old man and his grandson display strong differences in their attitudes toward the country's British rulers.",2017,July,Vitti Dandu,"In a remote village in colonial India, an old man and his grandson display strong differences in their attitudes toward the country's British rulers.","in a remote village in colonial india, an old man and his grandson display strong differences in their attitudes toward the country's british rulers. dramas, international movies ganesh kadam tv-14"
s8683,Movie,Vizontele Tuuba,Yılmaz Erdoğan,"Yılmaz Erdoğan, Tarık Akan, Altan Erkekli, Cezmi Baskın, İclal Aydın, Demet Akbağ, Tuba Ünsal, Tolga Çevik",Turkey,2017-03-10,2004,NR,106 min,"Comedies, Dramas, International Movies","With civil war looming, a TV-obsessed Turkish town is bemused when a bureaucrat and his daughter arrive to modernize their library.",2017,March,Vizontele Tuuba,"With civil war looming, a TV-obsessed Turkish town is bemused when a bureaucrat and his daughter arrive to modernize their library.","with civil war looming, a tv-obsessed turkish town is bemused when a bureaucrat and his daughter arrive to modernize their library. comedies, dramas, international movies yılmaz erdoğan nr"
s8684,Movie,Vodka Diaries,Kushal Srivastava,"Kay Kay Menon, Raima Sen, Mandira Bedi, Sharib Hashmi, Rishi Bhutani, Herry Tangri, Vaishnavi Dhanraj, Swati Rajput",India,2019-12-31,2018,TV-14,113 min,"Dramas, International Movies, Thrillers","While investigating a series of murders and the nightclub that links them, a detective’s case takes an alarming turn when his wife goes missing.",2019,December,Vodka Diaries,"While investigating a series of murders and the nightclub that links them, a detective’s case takes an alarming turn when his wife goes missing.","while investigating a series of murders and the nightclub that links them, a detective’s case takes an alarming turn when his wife goes missing. dramas, international movies, thrillers kushal srivastava tv-14"
s8685,TV Show,Vroomiz,Unknown,"Joon-seok Song, Jeong-hwa Yang, Sang-hyun Um, So-yeong Lee, Jeong-shin Woo, So-yeong Hong, Tae-yeol Jeon",South Korea,2017-08-01,2016,TV-Y,3 Seasons,"Kids' TV, Korean TV Shows","For these half-car, half-animal friends, each day in Zippy City is a chance to have fun, be creative and use teamwork to solve difficult problems.",2017,August,Vroomiz,"For these half-car, half-animal friends, each day in Zippy City is a chance to have fun, be creative and use teamwork to solve difficult problems.","for these half-car, half-animal friends, each day in zippy city is a chance to have fun, be creative and use teamwork to solve difficult problems. kids' tv, korean tv shows unknown tv-y"
s8686,Movie,VS.,Ed Lilly,"Connor Swindells, Fola Evans-Akingbola, Nicholas Pinnock, Ruth Sheen, Emily Taaffe, Shotty Horroh, Paige Meade, Elliot Barnes-Worrell, Joivan Wade, Youssef Berouain, Jurell Carter, Ellie James",United Kingdom,2019-06-19,2018,TV-MA,99 min,Dramas,"A young man in foster care finds his voice in the underground rap battle scene. But when his mother returns, a lifetime of pain comes with her.",2019,June,VS.,"A young man in foster care finds his voice in the underground rap battle scene. But when his mother returns, a lifetime of pain comes with her.","a young man in foster care finds his voice in the underground rap battle scene. but when his mother returns, a lifetime of pain comes with her. dramas ed lilly tv-ma"
s8687,Movie,Waar,Bilal Lashari,"Shaan Shahid, Shamoon Abbasi, Ayesha Khan, Meesha Shafi, Ali Azmat, Hamza Abbasi, Kamran Lashari",Pakistan,2017-07-01,2013,TV-MA,130 min,"Action & Adventure, International Movies","When Pakistani authorities learn of a looming terrorist strike, they ask a retired intelligence officer to counter the attack before it's too late.",2017,July,Waar,"When Pakistani authorities learn of a looming terrorist strike, they ask a retired intelligence officer to counter the attack before it's too late.","when pakistani authorities learn of a looming terrorist strike, they ask a retired intelligence officer to counter the attack before it's too late. action & adventure, international movies bilal lashari tv-ma"
s8688,Movie,Waarrior Savitri,Param Gill,"Niharica Raizada, Rajat Barmecha, Lucy Pinder, Om Puri, Gulshan Grover, Tim Man, Ron Smoorenburg, KaramVeer Chaudhary",India,2017-11-01,2016,TV-14,120 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","In a modern adaptation of a mythological tale, a devoted wife is willing to do whatever it takes to rescue her husband from the clutches of death.",2017,November,Waarrior Savitri,"In a modern adaptation of a mythological tale, a devoted wife is willing to do whatever it takes to rescue her husband from the clutches of death.","in a modern adaptation of a mythological tale, a devoted wife is willing to do whatever it takes to rescue her husband from the clutches of death. action & adventure, international movies, sci-fi & fantasy param gill tv-14"
s8689,Movie,Waiting,Anu Menon,"Naseeruddin Shah, Kalki Koechlin, Rajat Kapoor, Rajeev Ravindranathan, Ratnabali Bhattacharjee, Suhasini, Arjun Mathur",India,2018-05-01,2015,TV-MA,94 min,"Dramas, International Movies","While visiting his comatose wife in the hospital, a serene old professor befriends a vibrant young woman whose husband has also fallen into a coma.",2018,May,Waiting,"While visiting his comatose wife in the hospital, a serene old professor befriends a vibrant young woman whose husband has also fallen into a coma.","while visiting his comatose wife in the hospital, a serene old professor befriends a vibrant young woman whose husband has also fallen into a coma. dramas, international movies anu menon tv-ma"
s8690,Movie,Waiting...,Rob McKittrick,"Ryan Reynolds, Anna Faris, Justin Long, David Koechner, Luis Guzmán, Chi McBride, John Francis Daley, Kaitlin Doubleday, Rob Benedict, Alanna Ubach, Vanessa Lengies, Dane Cook",United States,2020-09-23,2005,R,94 min,"Comedies, Independent Movies",Employees turn up the antics during an eight-hour shift at the restaurant Shenaniganz when new opportunities call and boredom gets the best of them.,2020,September,Waiting...,Employees turn up the antics during an eight-hour shift at the restaurant Shenaniganz when new opportunities call and boredom gets the best of them.,"employees turn up the antics during an eight-hour shift at the restaurant shenaniganz when new opportunities call and boredom gets the best of them. comedies, independent movies rob mckittrick r"
s8691,TV Show,Wake Up,Unknown,"Jag Huang, Chris Wu, Tiffany Hsu, Michael Huang, Lego Li, Summer Meng",United States,2018-03-31,2017,TV-14,2 Seasons,"International TV Shows, TV Dramas","After taking the blame for a patient death, an anesthesiologist battling psychiatric trauma fights to stay afloat in the corrupt hospital system.",2018,March,Wake Up,"After taking the blame for a patient death, an anesthesiologist battling psychiatric trauma fights to stay afloat in the corrupt hospital system.","after taking the blame for a patient death, an anesthesiologist battling psychiatric trauma fights to stay afloat in the corrupt hospital system. international tv shows, tv dramas unknown tv-14"
s8692,Movie,Wakefield,Robin Swicord,"Bryan Cranston, Jennifer Garner, Jason O'Mara, Beverly D'Angelo, Ian Anthony Dale, Pippa Bennett-Warner, Isaac Leyva, Victoria Bruno, Ellery Sprayberry, Tracey Walter",United States,2019-03-02,2016,R,109 min,Dramas,"An unhappy father and lawyer quits his suburban life and vanishes into the attic above his garage, where he watches his family move on without him.",2019,March,Wakefield,"An unhappy father and lawyer quits his suburban life and vanishes into the attic above his garage, where he watches his family move on without him.","an unhappy father and lawyer quits his suburban life and vanishes into the attic above his garage, where he watches his family move on without him. dramas robin swicord r"
s8693,Movie,Walk with Me,"Marc Francis, Max Pugh","Benedict Cumberbatch, Thich Nhat Hanh",United Kingdom,2017-12-26,2017,TV-PG,94 min,Documentaries,A community of monks in France led by Zen Buddhist master Thich Nhat Hanh offers an intimate glimpse into mindfulness practice and the monastic life.,2017,December,Walk with Me,A community of monks in France led by Zen Buddhist master Thich Nhat Hanh offers an intimate glimpse into mindfulness practice and the monastic life.,"a community of monks in france led by zen buddhist master thich nhat hanh offers an intimate glimpse into mindfulness practice and the monastic life. documentaries marc francis, max pugh tv-pg"
s8694,Movie,Walking Out,"Alex Smith, Andrew J. Smith","Matt Bomer, Josh Wiggins, Bill Pullman, Alex Neustaedter, Lily Gladstone",United States,2019-10-01,2017,PG-13,96 min,"Dramas, Independent Movies, Thrillers","A suburban teen goes hunting with his estranged father. When a mishap with a bear occurs, he must his use his survival skills to save them both.",2019,October,Walking Out,"A suburban teen goes hunting with his estranged father. When a mishap with a bear occurs, he must his use his survival skills to save them both.","a suburban teen goes hunting with his estranged father. when a mishap with a bear occurs, he must his use his survival skills to save them both. dramas, independent movies, thrillers alex smith, andrew j. smith pg-13"
s8695,Movie,War,Philip G. Atwell,"Jet Li, Jason Statham, John Lone, Devon Aoki, Luis Guzmán, Saul Rubinek, Sung Kang, Mathew St. Patrick, Nadine Velazquez, Andrea Roth, Mark Cheng, Kane Kosugi, Ryo Ishibashi, Steph Song","United States, Canada",2019-04-01,2007,R,103 min,Action & Adventure,"When his partner is killed and all clues point to a notorious assassin, FBI agent Jack Crawford sets out for revenge in this taut action-thriller.",2019,April,War,"When his partner is killed and all clues point to a notorious assassin, FBI agent Jack Crawford sets out for revenge in this taut action-thriller.","when his partner is killed and all clues point to a notorious assassin, fbi agent jack crawford sets out for revenge in this taut action-thriller. action & adventure philip g. atwell r"
s8696,Movie,War Chhod Na Yaar,Faraz Haider,"Sharman Joshi, Soha Ali Khan, Javed Jaffrey, Dalip Tahil, Mukul Dev, Sanjay Mishra, Vivek Rana, Manoj Pahwa",India,2019-03-02,2013,TV-14,109 min,"Comedies, Dramas, International Movies","Set in an India-Pakistan border post, this satirical but thought-provoking comedy about war deals with serious events in a humorous manner.",2019,March,War Chhod Na Yaar,"Set in an India-Pakistan border post, this satirical but thought-provoking comedy about war deals with serious events in a humorous manner.","set in an india-pakistan border post, this satirical but thought-provoking comedy about war deals with serious events in a humorous manner. comedies, dramas, international movies faraz haider tv-14"
s8697,Movie,War Horse,Steven Spielberg,"Emily Watson, David Thewlis, Peter Mullan, Niels Arestrup, Tom Hiddleston, Jeremy Irvine, Benedict Cumberbatch, Toby Kebbell, David Kross, Eddie Marsan, Nicolas Bro, Rainer Bock, Patrick Kennedy, Liam Cunningham","United States, India",2019-05-06,2011,PG-13,147 min,Dramas,"During World War I, the bond between a young Englishman and his loyal horse, Joey, is tested when Joey is sold to the cavalry and sent to France.",2019,May,War Horse,"During World War I, the bond between a young Englishman and his loyal horse, Joey, is tested when Joey is sold to the cavalry and sent to France.","during world war i, the bond between a young englishman and his loyal horse, joey, is tested when joey is sold to the cavalry and sent to france. dramas steven spielberg pg-13"
s8698,Movie,War on Everyone,John Michael McDonagh,"Alexander Skarsgård, Michael Peña, Theo James, Tessa Thompson, Caleb Landry Jones, Paul Reiser, Stephanie Sigman, David Wilmot, Malcolm Barrett",United Kingdom,2019-12-03,2016,R,98 min,"Action & Adventure, Comedies","Terry and Bob excel at blackmailing small-time crooks. But when the two cops target a big score, they learn not all criminals are easily intimidated.",2019,December,War on Everyone,"Terry and Bob excel at blackmailing small-time crooks. But when the two cops target a big score, they learn not all criminals are easily intimidated.","terry and bob excel at blackmailing small-time crooks. but when the two cops target a big score, they learn not all criminals are easily intimidated. action & adventure, comedies john michael mcdonagh r"
s8699,Movie,Warda,Hadi El Bagoury,"Nada Al Alfi, Bassel El Kadi, Samira Maqroun, Tareq Abdalla, Ahmed Awni, Emad Ghoniem, Abeer Mansour, Youssef Mohamed",Egypt,2019-04-18,2014,TV-14,73 min,"Horror Movies, Independent Movies, International Movies","When an aspiring documentarian returns to his hometown to investigate paranormal happenings, his girlfriend's mental health takes a troubling turn.",2019,April,Warda,"When an aspiring documentarian returns to his hometown to investigate paranormal happenings, his girlfriend's mental health takes a troubling turn.","when an aspiring documentarian returns to his hometown to investigate paranormal happenings, his girlfriend's mental health takes a troubling turn. horror movies, independent movies, international movies hadi el bagoury tv-14"
s8700,Movie,Warehoused,Jack Zagha Kababie,"José Carlos Ruiz, Hoze Meléndez",Mexico,2017-11-01,2015,TV-14,92 min,"Comedies, Dramas, International Movies",A soon-to-be-retiring Mr. Lino teaches 20-something Nin the strict rules of his new warehouse job in this dramedy about the absurdities of work life.,2017,November,Warehoused,A soon-to-be-retiring Mr. Lino teaches 20-something Nin the strict rules of his new warehouse job in this dramedy about the absurdities of work life.,"a soon-to-be-retiring mr. lino teaches 20-something nin the strict rules of his new warehouse job in this dramedy about the absurdities of work life. comedies, dramas, international movies jack zagha kababie tv-14"
s8701,TV Show,Wartime Portraits,Unknown,Unknown,Poland,2016-09-15,2014,TV-MA,1 Season,"Docuseries, International TV Shows","Part live-action and part animation, this visually inventive series offers striking portrayals of some of the unsung heroes of World War II.",2016,September,Wartime Portraits,"Part live-action and part animation, this visually inventive series offers striking portrayals of some of the unsung heroes of World War II.","part live-action and part animation, this visually inventive series offers striking portrayals of some of the unsung heroes of world war ii. docuseries, international tv shows unknown tv-ma"
s8702,Movie,Water & Power: A California Heist,Marina Zenovich,Unknown,United States,2018-02-01,2017,PG,78 min,Documentaries,California residents and farmers face powerful barons in the struggle to secure water rights in this fresh historical account of profit and interests.,2018,February,Water & Power: A California Heist,California residents and farmers face powerful barons in the struggle to secure water rights in this fresh historical account of profit and interests.,california residents and farmers face powerful barons in the struggle to secure water rights in this fresh historical account of profit and interests. documentaries marina zenovich pg
s8703,Movie,Waterschool,Tiffanie Hsu,Unknown,"United States, Brazil, India, Uganda, China",2018-07-25,2018,TV-G,68 min,Documentaries,"Six young women, who each live near one of Earth's major rivers, share how the Waterschool environmental education program has impacted their lives.",2018,July,Waterschool,"Six young women, who each live near one of Earth's major rivers, share how the Waterschool environmental education program has impacted their lives.","six young women, who each live near one of earth's major rivers, share how the waterschool environmental education program has impacted their lives. documentaries tiffanie hsu tv-g"
s8704,Movie,We Are Your Friends,Max Joseph,"Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston, Shiloh Fernandez, Alex Shaffer, Jon Bernthal, Alicia Coppola, Wiley M. Pickett, Jon Abrahams","United Kingdom, France, United States",2020-01-27,2015,R,96 min,"Dramas, Independent Movies, Music & Musicals",An ambitious young DJ who knows how to work a crowd puts everything at risk for a budding relationship with his mentor's girlfriend.,2020,January,We Are Your Friends,An ambitious young DJ who knows how to work a crowd puts everything at risk for a budding relationship with his mentor's girlfriend.,"an ambitious young dj who knows how to work a crowd puts everything at risk for a budding relationship with his mentor's girlfriend. dramas, independent movies, music & musicals max joseph r"
s8705,Movie,We Belong Together,Chris Stokes,"Charles Malik Whitfield, Draya Michele, Elise Neal, Cassidey Fralin, Brian White, Valarie Pettiford, Gary Anthony Sturgis, Jessica Vanessa DeLeon",United States,2019-07-16,2018,TV-14,83 min,Thrillers,A divorced professor shares a night of passion with a troubled student who quickly develops an unhealthy – perhaps deadly – infatuation.,2019,July,We Belong Together,A divorced professor shares a night of passion with a troubled student who quickly develops an unhealthy – perhaps deadly – infatuation.,a divorced professor shares a night of passion with a troubled student who quickly develops an unhealthy – perhaps deadly – infatuation. thrillers chris stokes tv-14
s8706,Movie,We Need to Talk,David Serrano,"Hugo Silva, Michelle Jenner, Ernesto Sevilla, Belén Cuesta, Óscar Ladoire, Ilay Kurelovic, Verónica Forqué, Luis Jaspe, Borja Luna, José Luis Marín",Spain,2016-09-01,2016,TV-MA,91 min,"Comedies, International Movies, Romantic Movies","A happy woman's new love is going great, but she needs one thing: divorce papers from her depressed ex. To get them, trickery may be in order.",2016,September,We Need to Talk,"A happy woman's new love is going great, but she needs one thing: divorce papers from her depressed ex. To get them, trickery may be in order.","a happy woman's new love is going great, but she needs one thing: divorce papers from her depressed ex. to get them, trickery may be in order. comedies, international movies, romantic movies david serrano tv-ma"
s8707,Movie,We the Animals,Jeremiah Zagar,"Evan Rosado, Josiah Gabriel, Isaiah Kristian, Raúl Castillo, Sheila Vand, Giovanni Pacciarelli, Terry Holland, Moe Isaac, Mickey Anthony, Tom Malley",United States,2019-02-11,2018,R,93 min,"Dramas, Independent Movies","A trio of brothers cope with their parents' volatile relationship by running wild and unchecked, and one of them experiences a visceral awakening.",2019,February,We the Animals,"A trio of brothers cope with their parents' volatile relationship by running wild and unchecked, and one of them experiences a visceral awakening.","a trio of brothers cope with their parents' volatile relationship by running wild and unchecked, and one of them experiences a visceral awakening. dramas, independent movies jeremiah zagar r"
s8708,Movie,"We, the Marines",Greg MacGillivray,Unknown,United States,2018-07-01,2017,TV-PG,38 min,"Documentaries, International Movies","Narrated by actor and former Marine Gene Hackman, this documentary showcases the experience of becoming a member of the US Marine Corps.",2018,July,"We, the Marines","Narrated by actor and former Marine Gene Hackman, this documentary showcases the experience of becoming a member of the US Marine Corps.","narrated by actor and former marine gene hackman, this documentary showcases the experience of becoming a member of the us marine corps. documentaries, international movies greg macgillivray tv-pg"
s8709,Movie,We're No Animals,Alejandro Agresti,"John Cusack, Paul Hipp, Kevin Morris, Alejandro Agresti, Mario Alarcón, Norman Briski, Lucila Solá, Juana Viale, Pablo Bossi, Leticia Brédice","United States, Argentina",2017-08-15,2015,TV-MA,94 min,"Comedies, Dramas, Independent Movies","Unhappy with his commercial film work, a jaded Hollywood actor moves to Argentina to participate in an experimental thesis on social philosophy.",2017,August,We're No Animals,"Unhappy with his commercial film work, a jaded Hollywood actor moves to Argentina to participate in an experimental thesis on social philosophy.","unhappy with his commercial film work, a jaded hollywood actor moves to argentina to participate in an experimental thesis on social philosophy. comedies, dramas, independent movies alejandro agresti tv-ma"
s8710,Movie,Weather forecast,Antoni Krauze,"Halina Buyno-Łoza, Zofia Cegiełkowa, Barbara Chojecka, Eugenia Horecka, Zygmunt Zintel, Henryka Janikowska, Lena Wilczyńska, Jerzy Block",Poland,2019-10-01,1983,TV-MA,91 min,"Dramas, International Movies","When a delivery of coffins foreshadows a harsh winter, residents of a retirement home escape their confines and rediscover the world outside.",2019,October,Weather forecast,"When a delivery of coffins foreshadows a harsh winter, residents of a retirement home escape their confines and rediscover the world outside.","when a delivery of coffins foreshadows a harsh winter, residents of a retirement home escape their confines and rediscover the world outside. dramas, international movies antoni krauze tv-ma"
s8711,TV Show,Weeds,Unknown,"Mary-Louise Parker, Hunter Parrish, Alexander Gould, Kevin Nealon, Justin Kirk, Elizabeth Perkins, Allie Grant, Andy Milder, Tonye Patano, Romany Malco",United States,2014-04-01,2012,TV-MA,8 Seasons,"TV Comedies, TV Dramas",A suburban mother starts selling marijuana to her affluent neighbors so she can maintain her comfortable lifestyle after her husband's sudden death.,2014,April,Weeds,A suburban mother starts selling marijuana to her affluent neighbors so she can maintain her comfortable lifestyle after her husband's sudden death.,"a suburban mother starts selling marijuana to her affluent neighbors so she can maintain her comfortable lifestyle after her husband's sudden death. tv comedies, tv dramas unknown tv-ma"
s8712,Movie,Weeds on Fire,Chi Fat Chan,"Liu Kai Chi, Lam Yiu-sing, Tony Tsz-Tung Wu, Poon Chan-leung, Sun Li Man, Tam Sin Yin, Sham Ka Ki, Wang Simin, Jan Lamb",Hong Kong,2018-09-27,2016,TV-MA,95 min,"Dramas, Independent Movies, International Movies","In 1980s Hong Kong, a school principal forms a baseball team with an eclectic crew of local students who soon fight their way to the top of the league.",2018,September,Weeds on Fire,"In 1980s Hong Kong, a school principal forms a baseball team with an eclectic crew of local students who soon fight their way to the top of the league.","in 1980s hong kong, a school principal forms a baseball team with an eclectic crew of local students who soon fight their way to the top of the league. dramas, independent movies, international movies chi fat chan tv-ma"
s8713,TV Show,Weird Wonders of the World,Unknown,Chris Packham,United Kingdom,2017-03-31,2016,TV-PG,2 Seasons,"British TV Shows, Docuseries, Science & Nature TV","From animal oddities and bizarre science to medical marvels, scientists and experts examine some of the world's strangest mysteries and phenomena.",2017,March,Weird Wonders of the World,"From animal oddities and bizarre science to medical marvels, scientists and experts examine some of the world's strangest mysteries and phenomena.","from animal oddities and bizarre science to medical marvels, scientists and experts examine some of the world's strangest mysteries and phenomena. british tv shows, docuseries, science & nature tv unknown tv-pg"
s8714,Movie,Welcome 2 Karachi,Ashish R. Mohan,"Arshad Warsi, Jacky Bhagnani, Lauren Gottlieb, Dalip Tahil, Pavan Malhotra, Ayub Khoso, Adnan Shah",India,2018-03-01,2015,TV-MA,124 min,"Comedies, International Movies","Denied a U.S. visa, two dim Indian men decide to sneak into America on a boat. Fate, however, leaves them stranded on a beach – in Karachi, Pakistan.",2018,March,Welcome 2 Karachi,"Denied a U.S. visa, two dim Indian men decide to sneak into America on a boat. Fate, however, leaves them stranded on a beach – in Karachi, Pakistan.","denied a u.s. visa, two dim indian men decide to sneak into america on a boat. fate, however, leaves them stranded on a beach – in karachi, pakistan. comedies, international movies ashish r. mohan tv-ma"
s8715,Movie,Welcome to Monster High: The Origin Story,"Stephen Donnelly, Olly Reid, Jun Falkenstein","Debi Derryberry, Cassandra Morris, Salli Saffioti, Larissa Gallagher, Cristina Milizia, Michael Sorich, Jonquil Goode, Travis Dresden, Evan Smith",United States,2017-10-01,2016,TV-Y7,73 min,Children & Family Movies,Dracula's daughter Draculaura sets out to create a new kind of school where monsters of all kinds can be themselves and have a scary good time.,2017,October,Welcome to Monster High: The Origin Story,Dracula's daughter Draculaura sets out to create a new kind of school where monsters of all kinds can be themselves and have a scary good time.,"dracula's daughter draculaura sets out to create a new kind of school where monsters of all kinds can be themselves and have a scary good time. children & family movies stephen donnelly, olly reid, jun falkenstein tv-y7"
s8716,Movie,Welcome to New York,Abel Ferrara,"Gérard Depardieu, Jacqueline Bisset, Marie Mouté, Paul Calderon, Paul Hipp, Pamela Afesi, Chris Zois, Shanyn Leigh, Drena De Niro, Amy Ferguson, Aurelie Claudel, Nikki James","United States, France",2017-03-23,2014,R,108 min,"Dramas, Independent Movies",A lecherous World Bank official sees his reputation crumbling when he's accused of raping a hotel maid during a trip to New York.,2017,March,Welcome to New York,A lecherous World Bank official sees his reputation crumbling when he's accused of raping a hotel maid during a trip to New York.,"a lecherous world bank official sees his reputation crumbling when he's accused of raping a hotel maid during a trip to new york. dramas, independent movies abel ferrara r"
s8717,Movie,Welcome to Willits,Trevor Ryan,"Bill Sage, Sabina Gadecki, Anastasia Baranova, Dolph Lundgren, Thomas Dekker, Karrueche Tran, Chris Zylka, Keelin Woodell, Garrett Clayton, Shad Gaspard, Rory Culkin",United States,2018-02-06,2017,TV-MA,84 min,"Comedies, Horror Movies, Independent Movies",A marijuana farmer's extraterrestrial paranoia creates trouble for a group of young campers who pitch their tent on his land in Northern California.,2018,February,Welcome to Willits,A marijuana farmer's extraterrestrial paranoia creates trouble for a group of young campers who pitch their tent on his land in Northern California.,"a marijuana farmer's extraterrestrial paranoia creates trouble for a group of young campers who pitch their tent on his land in northern california. comedies, horror movies, independent movies trevor ryan tv-ma"
s8718,Movie,Westerplatte Resists,Stanisław Różewicz,"Zygmunt Hübner, Arkadiusz Bazak, Tadeusz Schmidt, Józef Nowak, Tadeusz Pluciński, Bogusz Bilewski",Poland,2019-10-01,1967,TV-MA,93 min,"Classic Movies, Dramas, International Movies","At the onset of World War II, a Polish infantry lacking firepower fight to build a strong defense and protect their peninsula against enemy forces.",2019,October,Westerplatte Resists,"At the onset of World War II, a Polish infantry lacking firepower fight to build a strong defense and protect their peninsula against enemy forces.","at the onset of world war ii, a polish infantry lacking firepower fight to build a strong defense and protect their peninsula against enemy forces. classic movies, dramas, international movies stanisław różewicz tv-ma"
s8719,Movie,Westside vs. the World,Michael Fahey,"Ron Perlman, Louie Simmons",United States,2019-08-09,2019,TV-MA,96 min,"Documentaries, Sports Movies","A look into the journey of influential strength coach Louie Simmons and the Westside Barbell gym he founded, evolving the sport of powerlifting.",2019,August,Westside vs. the World,"A look into the journey of influential strength coach Louie Simmons and the Westside Barbell gym he founded, evolving the sport of powerlifting.","a look into the journey of influential strength coach louie simmons and the westside barbell gym he founded, evolving the sport of powerlifting. documentaries, sports movies michael fahey tv-ma"
s8720,Movie,What a Wonderful Family!,Huang Lei,"Huang Lei, Sun Li, Lee Li-Chun, Zhang Weixin, Hai Qing, Wang Xun, Wei Daxun, Lorene Ren, Lei Huang",China,2018-07-01,2017,TV-14,102 min,"Comedies, Dramas, International Movies","In a large family living under one roof, a storm brews when the matriarch requests a divorce from her husband on their 50th anniversary.",2018,July,What a Wonderful Family!,"In a large family living under one roof, a storm brews when the matriarch requests a divorce from her husband on their 50th anniversary.","in a large family living under one roof, a storm brews when the matriarch requests a divorce from her husband on their 50th anniversary. comedies, dramas, international movies huang lei tv-14"
s8721,TV Show,What Happens to My Family,Unknown,"Settar Tanrıöğen, Uraz Kaygılaroğlu, Berna Koraltürk, Melis Tüzüngüç, Özgün Karaman, Tülay Bursa, Tolga Pancaroğlu, Ertunç Tuncer, Cansu Gültekin",Turkey,2017-05-05,2016,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas",A naïve young woman goes to Istanbul to meet the now-grown boy who jokingly promised to marry her in 11 years after she saved his life as a child.,2017,May,What Happens to My Family,A naïve young woman goes to Istanbul to meet the now-grown boy who jokingly promised to marry her in 11 years after she saved his life as a child.,"a naïve young woman goes to istanbul to meet the now-grown boy who jokingly promised to marry her in 11 years after she saved his life as a child. international tv shows, tv comedies, tv dramas unknown tv-14"
s8722,TV Show,What Is Love?,Unknown,"Chris Wu, Jade Chou, Duncan Lai, King Chin, Kimi Hsia, Gina Lim",Taiwan,2017-01-01,2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A 32-year-old romantic looking for a long-term, monogamous relationship meets a handsome bad boy who only believes in one-night stands.",2017,January,What Is Love?,"A 32-year-old romantic looking for a long-term, monogamous relationship meets a handsome bad boy who only believes in one-night stands.","a 32-year-old romantic looking for a long-term, monogamous relationship meets a handsome bad boy who only believes in one-night stands. international tv shows, romantic tv shows, tv comedies unknown tv-14"
s8723,Movie,What Lies Beneath,Robert Zemeckis,"Harrison Ford, Michelle Pfeiffer, Diana Scarwid, Joe Morton, James Remar, Miranda Otto, Wendy Crewson, Ray Baker, Micole Mercurio, Amber Valletta, Sloane Shelton",United States,2020-01-01,2000,PG-13,130 min,"Horror Movies, Thrillers","When Claire Spencer starts hearing ghostly voices and seeing spooky images, her husband tries to reassure her by telling her it's all in her head.",2020,January,What Lies Beneath,"When Claire Spencer starts hearing ghostly voices and seeing spooky images, her husband tries to reassure her by telling her it's all in her head.","when claire spencer starts hearing ghostly voices and seeing spooky images, her husband tries to reassure her by telling her it's all in her head. horror movies, thrillers robert zemeckis pg-13"
s8724,Movie,What Makes a Psychopath?,Rebecca Harrison,Unknown,United Kingdom,2019-02-01,2017,TV-14,52 min,Documentaries,"This wide-ranging documentary examines the behaviors considered in a diagnosis of psychopathy and includes nonviolent, successful figures in history.",2019,February,What Makes a Psychopath?,"This wide-ranging documentary examines the behaviors considered in a diagnosis of psychopathy and includes nonviolent, successful figures in history.","this wide-ranging documentary examines the behaviors considered in a diagnosis of psychopathy and includes nonviolent, successful figures in history. documentaries rebecca harrison tv-14"
